Name,Age,Position,Nationality,Market Value,Club Name
André Onana,29,Goalkeeper,Cameroon,€32.00m,Manchester United
Altay Bayındır,27,Goalkeeper,Türkiye,€10.00m,Manchester United
Tom Heaton,39,Goalkeeper,England,€250k,Manchester United
Leny Yoro,19,Centre-Back,France / Cote d'Ivoire,€55.00m,Manchester United
Lisandro Martínez,27,Centre-Back,Argentina,€45.00m,Manchester United
Matthijs de Ligt,25,Centre-Back,Netherlands,€40.00m,Manchester United
Harry Maguire,32,Centre-Back,England,€15.00m,Manchester United
Victor Lindelöf,30,Centre-Back,Sweden,€10.00m,Manchester United
Ayden Heaven,18,Centre-Back,England,€1.50m,Manchester United
Jonny Evans,37,Centre-Back,Northern Ireland,€1.50m,Manchester United
Patrick Dorgu,20,Left-Back,Denmark / Nigeria,€25.00m,Manchester United
Luke Shaw,29,Left-Back,England,€16.00m,Manchester United
Harry Amass,18,Left-Back,England,-,Manchester United
Diogo Dalot,26,Right-Back,Portugal,€35.00m,Manchester United
Noussair Mazraoui,27,Right-Back,Morocco / Netherlands,€32.00m,Manchester United
Manuel Ugarte,24,Defensive Midfield,Uruguay,€50.00m,Manchester United
Casemiro,33,Defensive Midfield,Brazil / Spain,€12.00m,Manchester United
Toby Collyer,21,Defensive Midfield,England,€5.00m,Manchester United
Kobbie Mainoo,20,Central Midfield,England / Ghana,€55.00m,Manchester United
Christian Eriksen,33,Central Midfield,Denmark,€6.00m,Manchester United
Bruno Fernandes,30,Attacking Midfield,Portugal,€55.00m,Manchester United
Alejandro Garnacho,20,Attacking Midfield,Argentina / Spain,€45.00m,Manchester United
Mason Mount,26,Attacking Midfield,England,€28.00m,Manchester United
Amad Diallo,22,Right Winger,Cote d'Ivoire / Italy,€40.00m,Manchester United
Rasmus Højlund,22,Centre-Forward,Denmark,€45.00m,Manchester United
Joshua Zirkzee,23,Centre-Forward,Netherlands / Nigeria,€35.00m,Manchester United
Chido Obi,17,Centre-Forward,Denmark / Nigeria,€5.00m,Manchester United
Kepa Arrizabalaga,30,Goalkeeper,Spain,€11.00m,AFC Bournemouth
Will Dennis,24,Goalkeeper,England,€350k,AFC Bournemouth
Dean Huijsen,20,Centre-Back,Spain / Netherlands,€42.00m,AFC Bournemouth
Ilya Zabarnyi,22,Centre-Back,Ukraine,€40.00m,AFC Bournemouth
Marcos Senesi,28,Centre-Back,Argentina / Italy,€24.00m,AFC Bournemouth
James Hill,23,Centre-Back,England,€2.00m,AFC Bournemouth
Matai Akinmboni,18,Centre-Back,United States / Nigeria,€1.00m,AFC Bournemouth
Max Kinsey,20,Centre-Back,England,-,AFC Bournemouth
Milos Kerkez,21,Left-Back,Hungary / Serbia,€35.00m,AFC Bournemouth
Julio Soler,20,Left-Back,Argentina / Paraguay,€8.00m,AFC Bournemouth
Julián Araujo,23,Right-Back,Mexico / United States,€10.00m,AFC Bournemouth
Adam Smith,34,Right-Back,England,€1.00m,AFC Bournemouth
Tyler Adams,26,Defensive Midfield,United States,€18.00m,AFC Bournemouth
Ryan Christie,30,Defensive Midfield,Scotland,€12.00m,AFC Bournemouth
Alex Scott,21,Central Midfield,England / Guernsey,€20.00m,AFC Bournemouth
Lewis Cook,28,Central Midfield,England,€15.00m,AFC Bournemouth
Antoine Semenyo,25,Left Midfield,Ghana / England,€35.00m,AFC Bournemouth
Marcus Tavernier,26,Left Midfield,England,€20.00m,AFC Bournemouth
Justin Kluivert,26,Attacking Midfield,Netherlands / Suriname,€35.00m,AFC Bournemouth
Dango Ouattara,23,Left Winger,Burkina Faso,€25.00m,AFC Bournemouth
Luis Sinisterra,25,Left Winger,Colombia,€17.00m,AFC Bournemouth
David Brooks,27,Right Winger,Wales / England,€12.00m,AFC Bournemouth
Evanilson,25,Centre-Forward,Brazil,€35.00m,AFC Bournemouth
Enes Ünal,28,Centre-Forward,Türkiye,€13.00m,AFC Bournemouth
Daniel Jebbison,21,Centre-Forward,Canada / England,€4.00m,AFC Bournemouth
Aaron Ramsdale,26,Goalkeeper,England,€16.00m,Southampton FC
Gavin Bazunu,23,Goalkeeper,Ireland / Nigeria,€11.00m,Southampton FC
Joe Lumley,30,Goalkeeper,England,€600k,Southampton FC
Alex McCarthy,35,Goalkeeper,England,€500k,Southampton FC
Taylor Harwood-Bellis,23,Centre-Back,England,€25.00m,Southampton FC
Armel Bella-Kotchap,23,Centre-Back,Germany / Cameroon,€12.00m,Southampton FC
Jan Bednarek,29,Centre-Back,Poland,€11.00m,Southampton FC
Nathan Wood,22,Centre-Back,England / Jamaica,€3.80m,Southampton FC
Jack Stephens,31,Centre-Back,England,€2.00m,Southampton FC
Joachim Kayi Sanda,18,Centre-Back,France / DR Congo,€1.50m,Southampton FC
Juan Larios,21,Left-Back,Spain,€4.50m,Southampton FC
Ryan Manning,28,Left-Back,Ireland,€3.50m,Southampton FC
Welington,24,Left-Back,Brazil,€3.50m,Southampton FC
Charlie Taylor,31,Left-Back,England,€2.80m,Southampton FC
Kyle Walker-Peters,28,Right-Back,England / Jamaica,€18.00m,Southampton FC
Yukinari Sugawara,24,Right-Back,Japan,€12.00m,Southampton FC
James Bree,27,Right-Back,England,€2.50m,Southampton FC
Lesley Ugochukwu,21,Defensive Midfield,France / Nigeria,€20.00m,Southampton FC
Flynn Downes,26,Defensive Midfield,England,€15.00m,Southampton FC
Mateus Fernandes,20,Central Midfield,Portugal,€15.00m,Southampton FC
Will Smallbone,25,Central Midfield,Ireland / England,€7.00m,Southampton FC
Joe Aribo,28,Central Midfield,Nigeria / England,€6.00m,Southampton FC
Albert Grønbæk,23,Attacking Midfield,Denmark,€12.00m,Southampton FC
Adam Lallana,37,Attacking Midfield,England,€900k,Southampton FC
Kamaldeen Sulemana,23,Left Winger,Ghana,€13.00m,Southampton FC
Ryan Fraser,31,Left Winger,Scotland,€3.00m,Southampton FC
Tyler Dibling,19,Right Winger,England,€25.00m,Southampton FC
Cameron Archer,23,Centre-Forward,England / Jamaica,€14.00m,Southampton FC
Paul Onuachu,30,Centre-Forward,Nigeria,€8.00m,Southampton FC
Ross Stewart,28,Centre-Forward,Scotland,€4.50m,Southampton FC
Robert Sánchez,27,Goalkeeper,Spain / England,€20.00m,Chelsea FC
Filip Jørgensen,23,Goalkeeper,Denmark / Sweden,€20.00m,Chelsea FC
Marcus Bettinelli,32,Goalkeeper,England / Italy,€800k,Chelsea FC
Lucas Bergström,22,Goalkeeper,Finland,€700k,Chelsea FC
Levi Colwill,22,Centre-Back,England,€55.00m,Chelsea FC
Wesley Fofana,24,Centre-Back,France / Cote d'Ivoire,€27.00m,Chelsea FC
Benoît Badiashile,24,Centre-Back,France / DR Congo,€25.00m,Chelsea FC
Tosin Adarabioyo,27,Centre-Back,England / Nigeria,€20.00m,Chelsea FC
Trevoh Chalobah,25,Centre-Back,England / Sierra Leone,€17.00m,Chelsea FC
Aarón Anselmino,20,Centre-Back,Argentina,€8.00m,Chelsea FC
Marc Cucurella,26,Left-Back,Spain,€30.00m,Chelsea FC
Malo Gusto,21,Right-Back,France / Martinique,€35.00m,Chelsea FC
Reece James,25,Right-Back,England,€30.00m,Chelsea FC
Josh Acheampong,19,Right-Back,England / Ghana,€5.00m,Chelsea FC
Moisés Caicedo,23,Defensive Midfield,Ecuador,€80.00m,Chelsea FC
Roméo Lavia,21,Defensive Midfield,Belgium,€40.00m,Chelsea FC
Enzo Fernández,24,Central Midfield,Argentina,€75.00m,Chelsea FC
Kiernan Dewsbury-Hall,26,Central Midfield,England,€22.00m,Chelsea FC
Mathis Amougou,19,Central Midfield,France / Cameroon,€10.00m,Chelsea FC
Cole Palmer,23,Attacking Midfield,England,€130.00m,Chelsea FC
Omari Kellyman,19,Attacking Midfield,England / Northern Ireland,€1.50m,Chelsea FC
Mykhaylo Mudryk,24,Left Winger,Ukraine,€30.00m,Chelsea FC
Jadon Sancho,25,Left Winger,England / Jamaica,€30.00m,Chelsea FC
Tyrique George,19,Left Winger,England / Nigeria,€3.50m,Chelsea FC
Pedro Neto,25,Right Winger,Portugal,€50.00m,Chelsea FC
Noni Madueke,23,Right Winger,England / Nigeria,€40.00m,Chelsea FC
Nicolas Jackson,23,Centre-Forward,Senegal / The Gambia,€55.00m,Chelsea FC
Christopher Nkunku,27,Centre-Forward,France / DR Congo,€45.00m,Chelsea FC
David Datro Fofana,22,Centre-Forward,Cote d'Ivoire,€8.50m,Chelsea FC
Marc Guiu,19,Centre-Forward,Spain,€8.00m,Chelsea FC
Mark Flekken,31,Goalkeeper,Netherlands,€10.00m,Brentford FC
Hákon Rafn Valdimarsson,23,Goalkeeper,Iceland,€2.50m,Brentford FC
Nathan Collins,24,Centre-Back,Ireland,€28.00m,Brentford FC
Sepp van den Berg,23,Centre-Back,Netherlands,€20.00m,Brentford FC
Kristoffer Ajer,27,Centre-Back,Norway,€18.00m,Brentford FC
Ethan Pinnock,31,Centre-Back,Jamaica / England,€8.00m,Brentford FC
Ben Mee,35,Centre-Back,England,€900k,Brentford FC
Ji-soo Kim,20,Centre-Back,"Korea, South",€600k,Brentford FC
Keane Lewis-Potter,24,Left-Back,England,€23.00m,Brentford FC
Rico Henry,27,Left-Back,England / Jamaica,€17.00m,Brentford FC
Aaron Hickey,22,Right-Back,Scotland,€18.00m,Brentford FC
Michael Kayode,20,Right-Back,Italy / Nigeria,€18.00m,Brentford FC
Vitaly Janelt,27,Defensive Midfield,Germany / Bosnia-Herzegovina,€22.00m,Brentford FC
Christian Nørgaard,31,Defensive Midfield,Denmark,€12.00m,Brentford FC
Yunus Emre Konak,19,Defensive Midfield,Türkiye,€4.50m,Brentford FC
Mathias Jensen,29,Central Midfield,Denmark,€16.00m,Brentford FC
Yegor Yarmolyuk,21,Central Midfield,Ukraine,€12.00m,Brentford FC
Josh Dasilva,26,Central Midfield,England / Angola,€7.00m,Brentford FC
Paris Maghoma,24,Central Midfield,England / DR Congo,€600k,Brentford FC
Mikkel Damsgaard,24,Attacking Midfield,Denmark,€25.00m,Brentford FC
Fábio Carvalho,22,Attacking Midfield,Portugal / England,€15.00m,Brentford FC
Kevin Schade,23,Left Winger,Germany / Nigeria,€27.00m,Brentford FC
Gustavo Nunes,19,Left Winger,Brazil,€10.00m,Brentford FC
Bryan Mbeumo,25,Right Winger,Cameroon / France,€50.00m,Brentford FC
Yoane Wissa,28,Centre-Forward,DR Congo / France,€30.00m,Brentford FC
Igor Thiago,23,Centre-Forward,Brazil / Bulgaria,€22.00m,Brentford FC
Guglielmo Vicario,28,Goalkeeper,Italy,€35.00m,Tottenham Hotspur
Antonín Kinský,22,Goalkeeper,Czech Republic,€15.00m,Tottenham Hotspur
Fraser Forster,37,Goalkeeper,England,€1.20m,Tottenham Hotspur
Brandon Austin,26,Goalkeeper,England / United States,€600k,Tottenham Hotspur
Alfie Whiteman,26,Goalkeeper,England,€500k,Tottenham Hotspur
Cristian Romero,27,Centre-Back,Argentina,€55.00m,Tottenham Hotspur
Micky van de Ven,24,Centre-Back,Netherlands,€55.00m,Tottenham Hotspur
Kevin Danso,26,Centre-Back,Austria,€25.00m,Tottenham Hotspur
Radu Drăgușin,23,Centre-Back,Romania,€25.00m,Tottenham Hotspur
Ben Davies,32,Centre-Back,Wales,€8.00m,Tottenham Hotspur
Destiny Udogie,22,Left-Back,Italy / Nigeria,€45.00m,Tottenham Hotspur
Sergio Reguilón,28,Left-Back,Spain,€8.00m,Tottenham Hotspur
Pedro Porro,25,Right-Back,Spain,€45.00m,Tottenham Hotspur
Archie Gray,19,Right-Back,England / Scotland,€35.00m,Tottenham Hotspur
Djed Spence,24,Right-Back,England / Jamaica,€15.00m,Tottenham Hotspur
Rodrigo Bentancur,27,Defensive Midfield,Uruguay,€30.00m,Tottenham Hotspur
Yves Bissouma,28,Defensive Midfield,Mali / Cote d'Ivoire,€28.00m,Tottenham Hotspur
Pape Matar Sarr,22,Central Midfield,Senegal,€40.00m,Tottenham Hotspur
Lucas Bergvall,19,Central Midfield,Sweden,€25.00m,Tottenham Hotspur
Dejan Kulusevski,25,Attacking Midfield,Sweden / North Macedonia,€60.00m,Tottenham Hotspur
James Maddison,28,Attacking Midfield,England,€50.00m,Tottenham Hotspur
Heung-min Son,32,Left Winger,"Korea, South",€30.00m,Tottenham Hotspur
Wilson Odobert,20,Left Winger,France / Martinique,€18.00m,Tottenham Hotspur
Mikey Moore,17,Left Winger,England,€15.00m,Tottenham Hotspur
Timo Werner,29,Left Winger,Germany,€10.00m,Tottenham Hotspur
Brennan Johnson,23,Right Winger,Wales / England,€50.00m,Tottenham Hotspur
Dominic Solanke,27,Centre-Forward,England / Nigeria,€45.00m,Tottenham Hotspur
Mathys Tel,20,Centre-Forward,France / Guadeloupe,€40.00m,Tottenham Hotspur
Richarlison,28,Centre-Forward,Brazil,€25.00m,Tottenham Hotspur
Dane Scarlett,21,Centre-Forward,England / Jamaica,€1.80m,Tottenham Hotspur
Nick Pope,33,Goalkeeper,England,€10.00m,Newcastle United
Odysseas Vlachodimos,31,Goalkeeper,Greece / Germany,€7.00m,Newcastle United
Martin Dúbravka,36,Goalkeeper,Slovakia,€1.00m,Newcastle United
Mark Gillespie,33,Goalkeeper,England,€300k,Newcastle United
John Ruddy,38,Goalkeeper,England,€200k,Newcastle United
Sven Botman,25,Centre-Back,Netherlands,€45.00m,Newcastle United
Fabian Schär,33,Centre-Back,Switzerland,€9.00m,Newcastle United
Dan Burn,33,Centre-Back,England,€7.00m,Newcastle United
Jamaal Lascelles,31,Centre-Back,England / Barbados,€6.00m,Newcastle United
Lewis Hall,20,Left-Back,England,€30.00m,Newcastle United
Matt Targett,29,Left-Back,England / Scotland,€8.00m,Newcastle United
Jamal Lewis,27,Left-Back,Northern Ireland / England,€3.00m,Newcastle United
Tino Livramento,22,Right-Back,England / Scotland,€35.00m,Newcastle United
Kieran Trippier,34,Right-Back,England,€5.00m,Newcastle United
Emil Krafth,30,Right-Back,Sweden,€2.50m,Newcastle United
Bruno Guimarães,27,Defensive Midfield,Brazil / Spain,€80.00m,Newcastle United
Sandro Tonali,25,Central Midfield,Italy,€45.00m,Newcastle United
Joelinton,28,Central Midfield,Brazil,€40.00m,Newcastle United
Joe Willock,25,Central Midfield,England / Montserrat,€28.00m,Newcastle United
Sean Longstaff,27,Central Midfield,England,€22.00m,Newcastle United
Lewis Miley,19,Central Midfield,England,€22.00m,Newcastle United
Anthony Gordon,24,Left Winger,England,€65.00m,Newcastle United
Harvey Barnes,27,Left Winger,England / Scotland,€30.00m,Newcastle United
Jacob Murphy,30,Right Winger,England / Ireland,€16.00m,Newcastle United
Alexander Isak,25,Centre-Forward,Sweden / Eritrea,€100.00m,Newcastle United
Callum Wilson,33,Centre-Forward,England,€11.00m,Newcastle United
William Osula,21,Centre-Forward,Denmark / England,€7.00m,Newcastle United
David Raya,29,Goalkeeper,Spain,€40.00m,Arsenal FC
Neto,35,Goalkeeper,Brazil / Italy,€2.00m,Arsenal FC
William Saliba,24,Centre-Back,France / Cameroon,€80.00m,Arsenal FC
Gabriel Magalhães,27,Centre-Back,Brazil,€75.00m,Arsenal FC
Jakub Kiwior,25,Centre-Back,Poland,€22.00m,Arsenal FC
Riccardo Calafiori,22,Left-Back,Italy,€40.00m,Arsenal FC
Myles Lewis-Skelly,18,Left-Back,England / Barbados,€28.00m,Arsenal FC
Oleksandr Zinchenko,28,Left-Back,Ukraine,€22.00m,Arsenal FC
Kieran Tierney,27,Left-Back,Scotland / Isle of Man,€10.00m,Arsenal FC
Ben White,27,Right-Back,England,€50.00m,Arsenal FC
Jurrien Timber,23,Right-Back,Netherlands / Curacao,€50.00m,Arsenal FC
Takehiro Tomiyasu,26,Right-Back,Japan,€25.00m,Arsenal FC
Thomas Partey,31,Defensive Midfield,Ghana,€15.00m,Arsenal FC
Jorginho,33,Defensive Midfield,Italy / Brazil,€8.00m,Arsenal FC
Declan Rice,26,Central Midfield,England / Ireland,€110.00m,Arsenal FC
Mikel Merino,28,Central Midfield,Spain,€35.00m,Arsenal FC
Martin Ødegaard,26,Attacking Midfield,Norway,€100.00m,Arsenal FC
Gabriel Martinelli,23,Left Winger,Brazil / Italy,€55.00m,Arsenal FC
Leandro Trossard,30,Left Winger,Belgium,€30.00m,Arsenal FC
Bukayo Saka,23,Right Winger,England / Nigeria,€150.00m,Arsenal FC
Ethan Nwaneri,18,Right Winger,England / Nigeria,€55.00m,Arsenal FC
Raheem Sterling,30,Right Winger,England / Jamaica,€15.00m,Arsenal FC
Kai Havertz,25,Centre-Forward,Germany,€70.00m,Arsenal FC
Gabriel Jesus,28,Centre-Forward,Brazil,€40.00m,Arsenal FC
Bart Verbruggen,22,Goalkeeper,Netherlands,€25.00m,Brighton & Hove Albion
Carl Rushworth,23,Goalkeeper,England,€3.00m,Brighton & Hove Albion
Jason Steele,34,Goalkeeper,England,€2.00m,Brighton & Hove Albion
Tom McGill,25,Goalkeeper,Canada / England,€600k,Brighton & Hove Albion
Jan Paul van Hecke,24,Centre-Back,Netherlands,€32.00m,Brighton & Hove Albion
Igor,27,Centre-Back,Brazil,€22.00m,Brighton & Hove Albion
Adam Webster,30,Centre-Back,England,€12.00m,Brighton & Hove Albion
Lewis Dunk,33,Centre-Back,England,€8.00m,Brighton & Hove Albion
Eiran Cashin,23,Centre-Back,Ireland / England,€8.00m,Brighton & Hove Albion
Ferdi Kadıoğlu,25,Left-Back,Türkiye / Netherlands,€30.00m,Brighton & Hove Albion
Pervis Estupiñán,27,Left-Back,Ecuador / Spain,€30.00m,Brighton & Hove Albion
Tariq Lamptey,24,Right-Back,Ghana / England,€12.00m,Brighton & Hove Albion
Joël Veltman,33,Right-Back,Netherlands,€7.00m,Brighton & Hove Albion
Carlos Baleba,21,Defensive Midfield,Cameroon,€35.00m,Brighton & Hove Albion
Mats Wieffer,25,Defensive Midfield,Netherlands,€27.00m,Brighton & Hove Albion
Jack Hinshelwood,20,Central Midfield,England,€24.00m,Brighton & Hove Albion
Matt O'Riley,24,Central Midfield,Denmark / England,€22.00m,Brighton & Hove Albion
Yasin Ayari,21,Central Midfield,Sweden / Tunisia,€17.00m,Brighton & Hove Albion
Diego Gómez,22,Central Midfield,Paraguay,€13.00m,Brighton & Hove Albion
James Milner,39,Central Midfield,England,€1.00m,Brighton & Hove Albion
Kaoru Mitoma,27,Left Winger,Japan,€45.00m,Brighton & Hove Albion
Simon Adingra,23,Left Winger,Cote d'Ivoire,€30.00m,Brighton & Hove Albion
Yankuba Minteh,20,Right Winger,The Gambia,€30.00m,Brighton & Hove Albion
Brajan Gruda,20,Right Winger,Germany / Albania,€25.00m,Brighton & Hove Albion
Solly March,30,Right Winger,England,€8.00m,Brighton & Hove Albion
João Pedro,23,Centre-Forward,Brazil,€50.00m,Brighton & Hove Albion
Georginio Rutter,23,Centre-Forward,France / Martinique,€32.00m,Brighton & Hove Albion
Danny Welbeck,34,Centre-Forward,England / Ghana,€5.00m,Brighton & Hove Albion
Emiliano Martínez,32,Goalkeeper,Argentina / Spain,€25.00m,Aston Villa
Robin Olsen,35,Goalkeeper,Sweden / Denmark,€1.50m,Aston Villa
Pau Torres,28,Centre-Back,Spain,€40.00m,Aston Villa
Ezri Konsa,27,Centre-Back,England / DR Congo,€35.00m,Aston Villa
Axel Disasi,27,Centre-Back,France / DR Congo,€25.00m,Aston Villa
Tyrone Mings,32,Centre-Back,England,€6.00m,Aston Villa
Kortney Hause,29,Centre-Back,England / Bermuda,€2.00m,Aston Villa
Ian Maatsen,23,Left-Back,Netherlands / Suriname,€28.00m,Aston Villa
Lucas Digne,31,Left-Back,France,€12.00m,Aston Villa
Matty Cash,27,Right-Back,Poland / England,€28.00m,Aston Villa
Andrés García,22,Right-Back,Spain,€7.00m,Aston Villa
Amadou Onana,23,Defensive Midfield,Belgium / Senegal,€55.00m,Aston Villa
Boubacar Kamara,25,Defensive Midfield,France / Senegal,€38.00m,Aston Villa
Lamare Bogarde,21,Defensive Midfield,Netherlands / Suriname,€5.00m,Aston Villa
Youri Tielemans,28,Central Midfield,Belgium / DR Congo,€35.00m,Aston Villa
John McGinn,30,Central Midfield,Scotland,€18.00m,Aston Villa
Ross Barkley,31,Central Midfield,England,€8.00m,Aston Villa
Jacob Ramsey,23,Left Midfield,England,€32.00m,Aston Villa
Morgan Rogers,22,Attacking Midfield,England,€50.00m,Aston Villa
Marcus Rashford,27,Left Winger,England / St. Kitts & Nevis,€50.00m,Aston Villa
Leon Bailey,27,Right Winger,Jamaica,€32.00m,Aston Villa
Donyell Malen,26,Right Winger,Netherlands / Suriname,€25.00m,Aston Villa
Marco Asensio,29,Right Winger,Spain / Netherlands,€20.00m,Aston Villa
