Name,Age,Position,Nationality,Market Value,Club Name
Ollie Watkins,29,Centre-Forward,England,€50.00m,Aston Villa
Alphonse Areola,32,Goalkeeper,France / Philippines,€10.00m,West Ham United
Wes Foderingham,34,Goalkeeper,England,€900k,West Ham United
Lukasz Fabianski,40,Goalkeeper,Poland,€700k,West Ham United
Maximilian Kilman,27,Centre-Back,England / Ukraine,€30.00m,West Ham United
Jean-Clair Todibo,25,Centre-Back,France / French Guiana,€28.00m,West Ham United
Konstantinos Mavropanos,27,Centre-Back,Greece,€17.00m,West Ham United
Kaelan Casey,20,Centre-Back,England,€1.00m,West Ham United
Emerson,30,Left-Back,Italy / Brazil,€12.00m,West Ham United
Oliver Scarles,19,Left-Back,England,€4.00m,West Ham United
Aaron Cresswell,35,Left-Back,England,€700k,West Ham United
Aaron Wan-Bissaka,27,Right-Back,DR Congo / England,€22.00m,West Ham United
Vladimír Coufal,32,Right-Back,Czech Republic,€7.00m,West Ham United
Edson Álvarez,27,Defensive Midfield,Mexico,€30.00m,West Ham United
Tomas Soucek,30,Defensive Midfield,Czech Republic,€22.00m,West Ham United
Guido Rodríguez,31,Defensive Midfield,Argentina / Italy,€12.00m,West Ham United
Carlos Soler,28,Central Midfield,Spain,€20.00m,West Ham United
James Ward-Prowse,30,Central Midfield,England,€10.00m,West Ham United
Andrew Irving,25,Central Midfield,Scotland,€5.00m,West Ham United
Lucas Paquetá,27,Attacking Midfield,Brazil / Portugal,€35.00m,West Ham United
Crysencio Summerville,23,Left Winger,Netherlands / Suriname,€22.00m,West Ham United
Mohammed Kudus,24,Right Winger,Ghana,€50.00m,West Ham United
Jarrod Bowen,28,Right Winger,England,€45.00m,West Ham United
Luis Guilherme,19,Right Winger,Brazil,€18.00m,West Ham United
Evan Ferguson,20,Centre-Forward,Ireland / England,€32.00m,West Ham United
Niclas Füllkrug,32,Centre-Forward,Germany,€12.00m,West Ham United
Danny Ings,32,Centre-Forward,England,€7.00m,West Ham United
Michail Antonio,35,Centre-Forward,Jamaica / England,€1.00m,West Ham United
Arijanet Muric,26,Goalkeeper,Kosovo / Montenegro,€6.00m,Ipswich Town
Christian Walton,29,Goalkeeper,England,€1.50m,Ipswich Town
Alex Palmer,28,Goalkeeper,England,€1.20m,Ipswich Town
Cieran Slicker,22,Goalkeeper,Scotland / England,€300k,Ipswich Town
Jacob Greaves,24,Centre-Back,England,€20.00m,Ipswich Town
Dara O'Shea,26,Centre-Back,Ireland,€14.00m,Ipswich Town
Ben Godfrey,27,Centre-Back,England / Jamaica,€8.00m,Ipswich Town
Cameron Burgess,29,Centre-Back,Australia / Scotland,€2.50m,Ipswich Town
Luke Woolfenden,26,Centre-Back,England,€2.00m,Ipswich Town
Leif Davis,25,Left-Back,England,€25.00m,Ipswich Town
Conor Townsend,32,Left-Back,England,€1.20m,Ipswich Town
Ben Johnson,25,Right-Back,England,€9.00m,Ipswich Town
Axel Tuanzebe,27,Right-Back,DR Congo / England,€5.00m,Ipswich Town
Kalvin Phillips,29,Defensive Midfield,England / Jamaica,€15.00m,Ipswich Town
Jens Cajuste,25,Defensive Midfield,Sweden / United States,€12.00m,Ipswich Town
Jack Taylor,26,Central Midfield,Ireland / England,€3.00m,Ipswich Town
Sam Morsy,33,Central Midfield,Egypt / England,€900k,Ipswich Town
Massimo Luongo,32,Central Midfield,Australia / Italy,€500k,Ipswich Town
Julio Enciso,21,Attacking Midfield,Paraguay,€22.00m,Ipswich Town
Omari Hutchinson,21,Attacking Midfield,England / Jamaica,€22.00m,Ipswich Town
Sammie Szmodics,29,Attacking Midfield,Ireland / Hungary,€12.00m,Ipswich Town
Jaden Philogene,23,Left Winger,England / Dominica,€18.00m,Ipswich Town
Jack Clarke,24,Left Winger,England,€15.00m,Ipswich Town
Nathan Broadhead,27,Left Winger,Wales,€5.00m,Ipswich Town
Chiedozie Ogbene,28,Right Winger,Ireland / Nigeria,€8.00m,Ipswich Town
Wes Burns,30,Right Winger,Wales,€2.50m,Ipswich Town
Conor Chaplin,28,Second Striker,England,€8.00m,Ipswich Town
Liam Delap,22,Centre-Forward,England / Ireland,€35.00m,Ipswich Town
George Hirst,26,Centre-Forward,Scotland / England,€5.00m,Ipswich Town
Jordan Pickford,31,Goalkeeper,England,€20.00m,Everton FC
João Virgínia,25,Goalkeeper,Portugal,€800k,Everton FC
Asmir Begovic,37,Goalkeeper,Bosnia-Herzegovina / Canada,€300k,Everton FC
Jarrad Branthwaite,22,Centre-Back,England,€50.00m,Everton FC
James Tarkowski,32,Centre-Back,England / Poland,€10.00m,Everton FC
Michael Keane,32,Centre-Back,England / Ireland,€6.00m,Everton FC
Vitaliy Mykolenko,25,Left-Back,Ukraine,€28.00m,Everton FC
Nathan Patterson,23,Right-Back,Scotland,€15.00m,Everton FC
Jake O'Brien,23,Right-Back,Ireland,€15.00m,Everton FC
Ashley Young,39,Right-Back,England / Jamaica,€500k,Everton FC
Séamus Coleman,36,Right-Back,Ireland,€500k,Everton FC
Orel Mangala,27,Defensive Midfield,Belgium / DR Congo,€20.00m,Everton FC
James Garner,24,Defensive Midfield,England,€20.00m,Everton FC
Idrissa Gueye,35,Defensive Midfield,Senegal,€2.00m,Everton FC
Carlos Alcaraz,22,Central Midfield,Argentina,€14.00m,Everton FC
Tim Iroegbunam,21,Central Midfield,England / Nigeria,€10.00m,Everton FC
Abdoulaye Doucouré,32,Central Midfield,Mali / France,€8.00m,Everton FC
Dwight McNeil,25,Attacking Midfield,England / Jamaica,€25.00m,Everton FC
Iliman Ndiaye,25,Left Winger,Senegal / France,€22.00m,Everton FC
Jesper Lindstrøm,25,Right Winger,Denmark,€20.00m,Everton FC
Jack Harrison,28,Right Winger,England,€16.00m,Everton FC
Dominic Calvert-Lewin,28,Centre-Forward,England,€20.00m,Everton FC
Beto,27,Centre-Forward,Guinea-Bissau / Portugal,€20.00m,Everton FC
Armando Broja,23,Centre-Forward,Albania / England,€13.00m,Everton FC
Chermiti,20,Centre-Forward,Portugal / Tunisia,€9.00m,Everton FC
Mads Hermansen,24,Goalkeeper,Denmark,€15.00m,Leicester City
Daniel Iversen,27,Goalkeeper,Denmark,€3.00m,Leicester City
Danny Ward,31,Goalkeeper,Wales,€1.50m,Leicester City
Jakub Stolarczyk,24,Goalkeeper,Poland,€400k,Leicester City
Wout Faes,27,Centre-Back,Belgium,€20.00m,Leicester City
Caleb Okoli,23,Centre-Back,Italy / Nigeria,€12.00m,Leicester City
Harry Souttar,26,Centre-Back,Australia / Scotland,€8.00m,Leicester City
Conor Coady,32,Centre-Back,England,€3.00m,Leicester City
Jannik Vestergaard,32,Centre-Back,Denmark / Germany,€3.00m,Leicester City
Victor Kristiansen,22,Left-Back,Denmark,€16.00m,Leicester City
Luke Thomas,23,Left-Back,England,€6.00m,Leicester City
James Justin,27,Right-Back,England / St. Lucia,€15.00m,Leicester City
Ricardo Pereira,31,Right-Back,Portugal / Cape Verde,€5.00m,Leicester City
Woyo Coulibaly,25,Right-Back,France / Mali,€2.00m,Leicester City
Wilfred Ndidi,28,Defensive Midfield,Nigeria / England,€18.00m,Leicester City
Boubakary Soumaré,26,Defensive Midfield,France / Senegal,€14.00m,Leicester City
Oliver Skipp,24,Defensive Midfield,England,€12.00m,Leicester City
Harry Winks,29,Defensive Midfield,England,€10.00m,Leicester City
Michael Golding,18,Central Midfield,England / Ireland,€2.00m,Leicester City
Bilal El Khannouss,21,Attacking Midfield,Morocco / Belgium,€30.00m,Leicester City
Facundo Buonanotte,20,Attacking Midfield,Argentina / Italy,€22.00m,Leicester City
Stephy Mavididi,26,Left Winger,England / DR Congo,€11.00m,Leicester City
Issahaku Fatawu,21,Right Winger,Ghana,€13.00m,Leicester City
Bobby De Cordova-Reid,32,Right Winger,Jamaica / England,€4.00m,Leicester City
Jordan Ayew,33,Right Winger,Ghana / France,€3.50m,Leicester City
Kasey McAteer,23,Right Winger,Ireland / England,€900k,Leicester City
Patson Daka,26,Centre-Forward,Zambia,€12.00m,Leicester City
Odsonne Edouard,27,Centre-Forward,France / French Guiana,€10.00m,Leicester City
Jamie Vardy,38,Centre-Forward,England,€1.00m,Leicester City
Ederson,31,Goalkeeper,Brazil / Portugal,€25.00m,Manchester City
Stefan Ortega,32,Goalkeeper,Germany / Spain,€9.00m,Manchester City
Scott Carson,39,Goalkeeper,England,€200k,Manchester City
Rúben Dias,27,Centre-Back,Portugal,€70.00m,Manchester City
Abdukodir Khusanov,21,Centre-Back,Uzbekistan,€35.00m,Manchester City
Nathan Aké,30,Centre-Back,Netherlands / Cote d'Ivoire,€32.00m,Manchester City
Manuel Akanji,29,Centre-Back,Switzerland / Nigeria,€32.00m,Manchester City
John Stones,30,Centre-Back,England,€30.00m,Manchester City
Vitor Reis,19,Centre-Back,Brazil,€30.00m,Manchester City
Josko Gvardiol,23,Left-Back,Croatia,€75.00m,Manchester City
Rico Lewis,20,Right-Back,England,€40.00m,Manchester City
Rodri,28,Defensive Midfield,Spain,€130.00m,Manchester City
Nico González,23,Central Midfield,Spain,€40.00m,Manchester City
Matheus Nunes,26,Central Midfield,Portugal / Brazil,€35.00m,Manchester City
Mateo Kovacic,31,Central Midfield,Croatia,€25.00m,Manchester City
İlkay Gündoğan,34,Central Midfield,Germany,€7.00m,Manchester City
Bernardo Silva,30,Attacking Midfield,Portugal,€45.00m,Manchester City
Kevin De Bruyne,33,Attacking Midfield,Belgium,€27.00m,Manchester City
Claudio Echeverri,19,Attacking Midfield,Argentina,€18.00m,Manchester City
James McAtee,22,Attacking Midfield,England,€18.00m,Manchester City
Nico O'Reilly,20,Attacking Midfield,England / Jamaica,€7.00m,Manchester City
Jérémy Doku,22,Left Winger,Belgium / Ghana,€55.00m,Manchester City
Jack Grealish,29,Left Winger,England / Ireland,€35.00m,Manchester City
Phil Foden,24,Right Winger,England,€130.00m,Manchester City
Savinho,21,Right Winger,Brazil,€55.00m,Manchester City
Oscar Bobb,21,Right Winger,Norway / The Gambia,€25.00m,Manchester City
Erling Haaland,24,Centre-Forward,Norway,€200.00m,Manchester City
Omar Marmoush,26,Centre-Forward,Egypt / Canada,€75.00m,Manchester City
Matz Sels,33,Goalkeeper,Belgium,€7.00m,Nottingham Forest
Carlos Miguel,26,Goalkeeper,Brazil,€4.00m,Nottingham Forest
Wayne Hennessey,38,Goalkeeper,Wales,€175k,Nottingham Forest
Murillo,22,Centre-Back,Brazil,€55.00m,Nottingham Forest
Nikola Milenković,27,Centre-Back,Serbia,€28.00m,Nottingham Forest
Morato,23,Centre-Back,Brazil,€15.00m,Nottingham Forest
Willy Boly,34,Centre-Back,Cote d'Ivoire / France,€2.00m,Nottingham Forest
Álex Moreno,31,Left-Back,Spain,€11.00m,Nottingham Forest
Harry Toffolo,29,Left-Back,England / Italy,€4.00m,Nottingham Forest
Neco Williams,24,Right-Back,Wales,€20.00m,Nottingham Forest
Ola Aina,28,Right-Back,Nigeria / England,€20.00m,Nottingham Forest
Ibrahim Sangaré,27,Defensive Midfield,Cote d'Ivoire,€28.00m,Nottingham Forest
Danilo,24,Defensive Midfield,Brazil,€28.00m,Nottingham Forest
Elliot Anderson,22,Central Midfield,England / Scotland,€30.00m,Nottingham Forest
Nicolás Domínguez,26,Central Midfield,Argentina / Italy,€17.00m,Nottingham Forest
Ryan Yates,27,Central Midfield,England,€13.00m,Nottingham Forest
Eric da Silva Moreira,19,Right Midfield,Germany / Portugal,€1.00m,Nottingham Forest
Morgan Gibbs-White,25,Attacking Midfield,England / Jamaica,€50.00m,Nottingham Forest
Callum Hudson-Odoi,24,Left Winger,England / Ghana,€24.00m,Nottingham Forest
Ramón Sosa,25,Left Winger,Paraguay / Argentina,€13.00m,Nottingham Forest
Anthony Elanga,23,Right Winger,Sweden / Cameroon,€35.00m,Nottingham Forest
Jota Silva,25,Right Winger,Portugal,€14.00m,Nottingham Forest
Taiwo Awoniyi,27,Centre-Forward,Nigeria,€18.00m,Nottingham Forest
Chris Wood,33,Centre-Forward,New Zealand,€10.00m,Nottingham Forest
Dean Henderson,28,Goalkeeper,England,€15.00m,Crystal Palace
Matt Turner,30,Goalkeeper,United States / Lithuania,€4.00m,Crystal Palace
Remi Matthews,31,Goalkeeper,England,€500k,Crystal Palace
Marc Guéhi,24,Centre-Back,England / Cote d'Ivoire,€45.00m,Crystal Palace
Maxence Lacroix,25,Centre-Back,France / Guadeloupe,€22.00m,Crystal Palace
Chadi Riad,21,Centre-Back,Morocco / Spain,€15.00m,Crystal Palace
Chris Richards,25,Centre-Back,United States,€12.00m,Crystal Palace
Tyrick Mitchell,25,Left-Back,England / Jamaica,€25.00m,Crystal Palace
Ben Chilwell,28,Left-Back,England / New Zealand,€18.00m,Crystal Palace
Daniel Muñoz,28,Right-Back,Colombia,€25.00m,Crystal Palace
Nathaniel Clyne,34,Right-Back,England / Grenada,€1.50m,Crystal Palace
Caleb Kporha,18,Right-Back,England / Ghana,€1.00m,Crystal Palace
Joel Ward,35,Right-Back,England,€600k,Crystal Palace
Adam Wharton,21,Defensive Midfield,England,€35.00m,Crystal Palace
Cheick Doucouré,25,Defensive Midfield,Mali,€30.00m,Crystal Palace
Jefferson Lerma,30,Defensive Midfield,Colombia,€12.00m,Crystal Palace
Kaden Rodney,20,Defensive Midfield,England,€200k,Crystal Palace
Will Hughes,30,Central Midfield,England,€9.00m,Crystal Palace
Justin Devenny,21,Central Midfield,Northern Ireland / Scotland,€3.00m,Crystal Palace
Eberechi Eze,26,Attacking Midfield,England / Nigeria,€55.00m,Crystal Palace
Daichi Kamada,28,Attacking Midfield,Japan,€15.00m,Crystal Palace
Matheus França,21,Attacking Midfield,Brazil,€10.00m,Crystal Palace
Ismaïla Sarr,27,Right Winger,Senegal,€22.00m,Crystal Palace
Romain Esse,20,Right Winger,England / Cote d'Ivoire,€12.00m,Crystal Palace
Malcolm Ebiowei,21,Right Winger,England / Netherlands,€1.20m,Crystal Palace
Jean-Philippe Mateta,27,Centre-Forward,France / DR Congo,€30.00m,Crystal Palace
Eddie Nketiah,25,Centre-Forward,England / Ghana,€22.00m,Crystal Palace
José Sá,32,Goalkeeper,Portugal,€8.00m,Wolverhampton Wanderers
Sam Johnstone,32,Goalkeeper,England,€8.00m,Wolverhampton Wanderers
Daniel Bentley,31,Goalkeeper,England,€2.00m,Wolverhampton Wanderers
Tom King,30,Goalkeeper,Wales / England,€200k,Wolverhampton Wanderers
Toti,26,Centre-Back,Portugal / Guinea-Bissau,€25.00m,Wolverhampton Wanderers
Emmanuel Agbadou,27,Centre-Back,Cote d'Ivoire,€17.00m,Wolverhampton Wanderers
Nasser Djiga,22,Centre-Back,Burkina Faso / Serbia,€10.00m,Wolverhampton Wanderers
Santiago Bueno,26,Centre-Back,Uruguay / Italy,€8.00m,Wolverhampton Wanderers
Yerson Mosquera,24,Centre-Back,Colombia,€8.00m,Wolverhampton Wanderers
Bastien Meupiyou,19,Centre-Back,France / Cameroon,€2.50m,Wolverhampton Wanderers
Craig Dawson,35,Centre-Back,England,€2.00m,Wolverhampton Wanderers
Rayan Aït-Nouri,23,Left-Back,Algeria / France,€35.00m,Wolverhampton Wanderers
Nélson Semedo,31,Right-Back,Portugal / Cape Verde,€10.00m,Wolverhampton Wanderers
Pedro Lima,18,Right-Back,Brazil,€5.00m,Wolverhampton Wanderers
Matt Doherty,33,Right-Back,Ireland,€2.50m,Wolverhampton Wanderers
André,23,Defensive Midfield,Brazil,€25.00m,Wolverhampton Wanderers
Boubacar Traoré,23,Defensive Midfield,Mali,€6.00m,Wolverhampton Wanderers
João Gomes,24,Central Midfield,Brazil,€40.00m,Wolverhampton Wanderers
Jean-Ricner Bellegarde,26,Central Midfield,France / Haiti,€18.00m,Wolverhampton Wanderers
Marshall Munetsi,28,Central Midfield,Zimbabwe,€15.00m,Wolverhampton Wanderers
Tommy Doyle,23,Central Midfield,England,€10.00m,Wolverhampton Wanderers
Rodrigo Gomes,21,Right Midfield,Portugal,€15.00m,Wolverhampton Wanderers
Gonçalo Guedes,28,Left Winger,Portugal,€13.00m,Wolverhampton Wanderers
Carlos Forbs,21,Left Winger,Portugal / Guinea-Bissau,€8.00m,Wolverhampton Wanderers
Enso González,20,Left Winger,Paraguay,€4.00m,Wolverhampton Wanderers
Pablo Sarabia,33,Right Winger,Spain,€7.00m,Wolverhampton Wanderers
Matheus Cunha,25,Centre-Forward,Brazil,€55.00m,Wolverhampton Wanderers
Jørgen Strand Larsen,25,Centre-Forward,Norway,€27.00m,Wolverhampton Wanderers
Hee-chan Hwang,29,Centre-Forward,"Korea, South",€17.00m,Wolverhampton Wanderers
Sasa Kalajdzic,27,Centre-Forward,Austria,€5.00m,Wolverhampton Wanderers
Nathan Fraser,20,Centre-Forward,Ireland / England,€600k,Wolverhampton Wanderers
Alisson,32,Goalkeeper,Brazil,€25.00m,Liverpool FC
Caoimhín Kelleher,26,Goalkeeper,Ireland,€22.00m,Liverpool FC
Vitezslav Jaros,23,Goalkeeper,Czech Republic,€5.00m,Liverpool FC
Harvey Davies,21,Goalkeeper,England,€500k,Liverpool FC
Ibrahima Konaté,25,Centre-Back,France / Mali,€60.00m,Liverpool FC
Virgil van Dijk,33,Centre-Back,Netherlands / Suriname,€28.00m,Liverpool FC
Joe Gomez,27,Centre-Back,England / The Gambia,€25.00m,Liverpool FC
Jarell Quansah,22,Centre-Back,England / Scotland,€22.00m,Liverpool FC
Konstantinos Tsimikas,29,Left-Back,Greece,€20.00m,Liverpool FC
Andrew Robertson,31,Left-Back,Scotland,€20.00m,Liverpool FC
Trent Alexander-Arnold,26,Right-Back,England,€75.00m,Liverpool FC
Conor Bradley,21,Right-Back,Northern Ireland,€25.00m,Liverpool FC
Ryan Gravenberch,22,Defensive Midfield,Netherlands / Suriname,€70.00m,Liverpool FC
Wataru Endo,32,Defensive Midfield,Japan,€10.00m,Liverpool FC
Tyler Morton,22,Defensive Midfield,England,€8.00m,Liverpool FC
Alexis Mac Allister,26,Central Midfield,Argentina / Italy,€90.00m,Liverpool FC
Curtis Jones,24,Central Midfield,England,€50.00m,Liverpool FC
Harvey Elliott,22,Central Midfield,England,€35.00m,Liverpool FC
Dominik Szoboszlai,24,Attacking Midfield,Hungary,€80.00m,Liverpool FC
Luis Díaz,28,Left Winger,Colombia,€85.00m,Liverpool FC
Cody Gakpo,26,Left Winger,Netherlands / Togo,€70.00m,Liverpool FC
Mohamed Salah,32,Right Winger,Egypt,€55.00m,Liverpool FC
Federico Chiesa,27,Right Winger,Italy,€18.00m,Liverpool FC
Darwin Núñez,25,Centre-Forward,Uruguay,€50.00m,Liverpool FC
Diogo Jota,28,Centre-Forward,Portugal,€45.00m,Liverpool FC
Bernd Leno,33,Goalkeeper,Germany,€11.00m,Fulham FC
Steven Benda,26,Goalkeeper,Germany,€1.00m,Fulham FC
Joachim Andersen,28,Centre-Back,Denmark,€32.00m,Fulham FC
Calvin Bassey,25,Centre-Back,Nigeria / England,€25.00m,Fulham FC
Issa Diop,28,Centre-Back,France / Senegal,€16.00m,Fulham FC
Jorge Cuenca,25,Centre-Back,Spain,€6.00m,Fulham FC
Antonee Robinson,27,Left-Back,United States / England,€35.00m,Fulham FC
Ryan Sessegnon,24,Left-Back,England,€9.00m,Fulham FC
Kenny Tete,29,Right-Back,Netherlands / Mozambique,€15.00m,Fulham FC
Timothy Castagne,29,Right-Back,Belgium,€15.00m,Fulham FC
Sander Berge,27,Defensive Midfield,Norway,€25.00m,Fulham FC
Saša Lukić,28,Central Midfield,Serbia,€10.00m,Fulham FC
Harrison Reed,30,Central Midfield,England,€7.00m,Fulham FC
Tom Cairney,34,Central Midfield,Scotland / England,€2.00m,Fulham FC
Josh King,18,Central Midfield,England,€1.00m,Fulham FC
Emile Smith Rowe,24,Attacking Midfield,England,€32.00m,Fulham FC
Andreas Pereira,29,Attacking Midfield,Brazil / Belgium,€20.00m,Fulham FC
Alex Iwobi,29,Left Winger,Nigeria / England,€25.00m,Fulham FC
Willian,36,Left Winger,Brazil,€1.00m,Fulham FC
Martial Godo,22,Left Winger,England / Cote d'Ivoire,€600k,Fulham FC
Reiss Nelson,25,Right Winger,England / Jamaica,€18.00m,Fulham FC
Harry Wilson,28,Right Winger,Wales / England,€17.00m,Fulham FC
Adama Traoré,29,Right Winger,Spain / Mali,€10.00m,Fulham FC
Rodrigo Muniz,24,Centre-Forward,Brazil,€20.00m,Fulham FC
Raúl Jiménez,34,Centre-Forward,Mexico,€5.00m,Fulham FC
Carlos Vinícius,30,Centre-Forward,Brazil,€4.00m,Fulham FC
